image_path,label_numeric,data_split
photos\187.jpg,1,test
photos\188.jpg,1,train
photos\189.jpg,1,train
photos\190.jpg,1,test
photos\191.jpg,1,test
photos\192.jpg,1,train
photos\193.jpg,1,train
photos\194.jpg,1,val
photos\195.jpg,1,train
photos\196.jpg,1,train
photos\197.jpg,1,train
photos\198.jpg,1,test
photos\199.jpg,1,train
photos\200.jpg,1,train
photos\201.jpg,1,test
photos\202.jpg,1,test
photos\203.jpg,1,test
photos\204.jpg,1,train
photos\205.jpg,1,val
photos\206.jpg,1,train
photos\207.jpg,1,test
photos\208.jpg,1,train
photos\209.jpg,1,train
photos\210.jpg,1,train
photos\211.jpg,1,train
photos\212.jpg,1,train
photos\213.jpg,1,train
photos\214.jpg,1,train
photos\215.jpg,1,train
photos\216.jpg,1,train
photos\217.jpg,1,val
photos\218.jpg,1,train
photos\219.jpg,1,train
photos\220.jpg,1,train
photos\221.jpg,1,train
photos\222.jpg,1,train
photos\223.jpg,1,train
photos\224.jpg,1,val
photos\225.jpg,1,val
photos\226.jpg,1,test
photos\227.jpg,1,train
photos\228.jpg,1,train
photos\229.jpg,1,val
photos\230.jpg,1,train
photos\231.jpg,1,train
photos\232.jpg,1,train
photos\233.jpg,1,val
photos\234.jpg,1,train
photos\235.jpg,1,val
photos\236.jpg,1,val
photos\237.jpg,1,train
photos\238.jpg,1,train
photos\239.jpg,1,train
photos\240.jpg,1,train
photos\241.jpg,1,train
photos\242.jpg,1,test
photos\243.jpg,1,val
photos\244.jpg,1,train
photos\245.jpg,1,train
photos\246.jpg,1,test
photos\247.jpg,1,train
photos\248.jpg,1,train
photos\249.jpg,1,val
photos\250.jpg,1,val
photos\251.jpg,1,train
photos\252.jpg,1,train
photos\253.jpg,1,train
photos\254.jpg,1,test
photos\255.jpg,1,train
photos\256.jpg,1,val
photos\257.jpg,1,train
photos\258.jpg,1,train
photos\259.jpg,1,train
photos\260.jpg,1,train
photos\261.jpg,1,val
photos\262.jpg,1,train
photos\263.jpg,1,test
photos\264.jpg,1,train
photos\265.jpg,1,val
photos\266.jpg,1,train
photos\267.jpg,1,train
photos\268.jpg,1,val
photos\269.jpg,1,test
photos\270.jpg,1,train
photos\271.jpg,1,train
photos\272.jpg,1,train
photos\273.jpg,1,train
photos\274.jpg,1,train
photos\275.jpg,1,train
photos\276.jpg,1,train
photos\277.jpg,1,train
photos\278.jpg,1,train
photos\279.jpg,1,train
photos\280.jpg,1,train
photos\281.jpg,1,val
photos\282.jpg,1,train
photos\283.jpg,1,train
photos\284.jpg,1,train
photos\285.jpg,1,val
photos\286.jpg,1,train
photos\287.jpg,1,train
photos\288.jpg,1,train
photos\289.jpg,1,train
photos\290.jpg,1,train
photos\291.jpg,1,train
photos\292.jpg,1,train
photos\293.jpg,1,train
photos\294.jpg,1,test
photos\295.jpg,1,train
photos\296.jpg,1,train
photos\297.jpg,1,train
photos\298.jpg,1,train
photos\299.jpg,1,train
photos\300.jpg,1,train
photos\301.jpg,1,train
photos\302.jpg,1,test
photos\303.jpg,1,val
photos\304.jpg,1,train
photos\305.jpg,1,train
photos\306.jpg,1,train
photos\307.jpg,1,train
photos\308.jpg,1,train
photos\309.jpg,1,train
photos\310.jpg,1,train
photos\311.jpg,1,train
photos\312.jpg,1,train
photos\313.jpg,1,train
photos\314.jpg,1,train
photos\315.jpg,1,train
photos\316.jpg,1,train
photos\317.jpg,1,train
photos\318.jpg,1,test
photos\319.jpg,1,train
photos\320.jpg,1,val
photos\321.jpg,1,val
photos\322.jpg,1,train
photos\323.jpg,1,train
photos\324.jpg,1,train
photos\325.jpg,1,train
photos\326.jpg,1,train
photos\327.jpg,1,train
photos\328.jpg,1,train
photos\329.jpg,1,train
photos\330.jpg,1,train
photos\331.jpg,1,test
photos\332.jpg,1,train
photos\333.jpg,1,train
photos\334.jpg,1,val
photos\335.jpg,1,train
photos\336.jpg,1,val
photos\337.jpg,1,val
photos\338.jpg,1,test
photos\339.jpg,1,train
photos\340.jpg,1,train
photos\341.jpg,1,train
photos\342.jpg,1,train
photos\343.jpg,1,train
photos\344.jpg,1,train
photos\345.jpg,1,train
photos\346.jpg,1,train
photos\347.jpg,1,train
photos\348.jpg,1,train
photos\349.jpg,1,train
photos\350.jpg,1,train
photos\351.jpg,1,train
photos\352.jpg,1,train
photos\353.jpg,1,train
photos\354.jpg,1,train
photos\355.jpg,1,train
photos\356.jpg,1,train
photos\357.jpg,1,val
photos\358.jpg,1,val
photos\359.jpg,1,train
photos\360.jpg,1,val
photos\361.jpg,1,train
photos\362.jpg,1,train
photos\363.jpg,1,train
photos\364.jpg,1,train
photos\365.jpg,1,val
photos\366.jpg,1,train
photos\367.jpg,1,train
photos\368.jpg,1,train
photos\369.jpg,1,train
photos\370.jpg,1,test
photos\371.jpg,1,train
photos\372.jpg,1,train
photos\373.jpg,1,val
photos\374.jpg,1,val
photos\375.jpg,1,train
photos\376.jpg,1,val
photos\377.jpg,1,train
photos\378.jpg,1,train
photos\379.jpg,1,test
photos\380.jpg,1,test
photos\381.jpg,1,train
photos\382.jpg,1,train
photos\383.jpg,1,train
photos\384.jpg,1,train
photos\385.jpg,1,val
photos\386.jpg,1,train
photos\387.jpg,1,train
photos\388.jpg,1,train
photos\389.jpg,1,val
photos\390.jpg,1,val
photos\391.jpg,1,train
photos\392.jpg,1,test
photos\393.jpg,1,test
photos\394.jpg,1,train
photos\395.jpg,1,train
photos\396.jpg,1,val
photos\397.jpg,1,val
photos\398.jpg,1,test
photos\399.jpg,1,train
photos\400.jpg,1,test
photos\401.jpg,1,test
photos\402.jpg,1,train
photos\403.jpg,1,train
photos\404.jpg,1,test
photos\405.jpg,1,val
photos\406.jpg,1,train
photos\407.jpg,1,train
photos\408.jpg,1,train
photos\409.jpg,1,train
photos\410.jpg,1,train
photos\411.jpg,1,train
photos\412.jpg,1,train
photos\413.jpg,1,val
photos\414.jpg,1,train
photos\415.jpg,1,train
photos\416.jpg,1,train
photos\417.jpg,1,train
photos\418.jpg,1,val
photos\419.jpg,1,test
photos\420.jpg,1,train
photos\421.jpg,1,train
photos\422.jpg,1,train
photos\423.jpg,1,train
photos\424.jpg,1,train
photos\425.jpg,1,train
photos\426.jpg,1,train
photos\427.jpg,1,train
photos\428.jpg,1,train
photos\429.jpg,1,train
photos\430.jpg,1,train
photos\431.jpg,1,train
photos\432.jpg,1,train
photos\433.jpg,1,train
photos\434.jpg,1,train
photos\435.jpg,1,val
photos\436.jpg,1,train
photos\437.jpg,1,train
photos\438.jpg,1,val
photos\439.jpg,1,train
photos\440.jpg,1,train
photos\441.jpg,1,train
photos\442.jpg,1,train
photos\443.jpg,1,train
photos\444.jpg,1,train
photos\445.jpg,1,train
photos\446.jpg,1,train
photos\447.jpg,1,val
photos\448.jpg,1,train
photos\449.jpg,1,val
photos\450.jpg,1,train
photos\451.jpg,1,train
photos\452.jpg,1,train
photos\453.jpg,1,test
photos\454.jpg,1,train
photos\455.jpg,1,train
photos\456.jpg,1,test
photos\457.jpg,1,train
photos\458.jpg,1,train
photos\459.jpg,1,train
photos\460.jpg,1,test
photos\461.jpg,1,train
photos\462.jpg,1,train
photos\463.jpg,1,train
photos\464.jpg,1,train
photos\465.jpg,1,train
photos\466.jpg,1,train
photos\467.jpg,1,test
photos\468.jpg,1,val
photos\469.jpg,1,train
photos\470.jpg,1,test
photos\471.jpg,1,val
photos\472.jpg,1,train
photos\473.jpg,1,train
photos\474.jpg,1,val
photos\475.jpg,1,test
photos\476.jpg,1,val
photos\477.jpg,1,train
photos\478.jpg,1,train
photos\479.jpg,1,train
photos\480.jpg,1,train
photos\481.jpg,1,train
photos\482.jpg,1,train
photos\483.jpg,1,train
photos\484.jpg,1,train
photos\485.jpg,1,val
photos\486.jpg,1,train
photos\487.jpg,1,train
photos\488.jpg,1,test
photos\489.jpg,1,test
photos\490.jpg,1,train
photos\491.jpg,1,train
photos\492.jpg,1,train
photos\493.jpg,1,test
photos\494.jpg,1,train
photos\495.jpg,1,train
photos\496.jpg,1,train
photos\497.jpg,1,val
photos\498.jpg,1,train
photos\499.jpg,1,train
photos\500.jpg,1,val
photos\501.jpg,1,train
photos\502.jpg,1,train
photos\503.jpg,1,test
photos\504.jpg,1,train
photos\505.jpg,1,val
photos\506.jpg,1,train
photos\507.jpg,1,train
photos\508.jpg,1,train
photos\509.jpg,1,train
photos\510.jpg,1,train
photos\511.jpg,1,val
photos\512.jpg,1,train
photos\513.jpg,1,test
photos\514.jpg,1,train
photos\515.jpg,1,train
photos\516.jpg,1,val
photos\517.jpg,1,train
photos\518.jpg,1,val
photos\519.jpg,1,train
photos\520.jpg,1,train
photos\521.jpg,1,train
photos\522.jpg,1,train
photos\523.jpg,1,train
photos\524.jpg,1,val
photos\525.jpg,1,test
photos\526.jpg,1,val
photos\527.jpg,1,train
photos\528.jpg,1,train
photos\529.jpg,1,train
photos\530.jpg,1,train
photos\531.jpg,1,train
photos\532.jpg,1,val
photos\533.jpg,1,train
photos\534.jpg,1,train
photos\535.jpg,1,train
photos\536.jpg,1,train
photos\537.jpg,1,val
photos\538.jpg,1,test
photos\539.jpg,1,train
photos\540.jpg,1,val
photos\541.jpg,1,test
photos\542.jpg,1,val
photos\543.jpg,1,train
photos\544.jpg,1,train
photos\545.jpg,1,train
photos\546.jpg,1,train
photos\547.jpg,1,test
photos\548.jpg,1,train
photos\549.jpg,1,train
photos\550.jpg,1,train
photos\551.jpg,1,test
photos\552.jpg,1,train
photos\553.jpg,1,train
photos\554.jpg,1,train
photos\555.jpg,1,train
photos\556.jpg,1,train
photos\557.jpg,1,train
photos\558.jpg,1,train
photos\559.jpg,1,val
photos\560.jpg,1,test
photos\561.jpg,1,train
photos\562.jpg,1,train
photos\563.jpg,1,test
photos\564.jpg,1,test
photos\565.jpg,1,train
photos\566.jpg,1,train
photos\567.jpg,1,train
photos\568.jpg,1,train
photos\569.jpg,1,train
photos\570.jpg,1,test
photos\571.jpg,1,train
photos\572.jpg,1,train
photos\573.jpg,1,train
photos\574.jpg,1,train
photos\575.jpg,1,test
photos\576.jpg,1,train
photos\577.jpg,1,train
photos\578.jpg,1,val
photos\579.jpg,1,train
photos\580.jpg,1,train
photos\581.jpg,1,test
photos\582.jpg,1,train
photos\583.jpg,1,train
photos\584.jpg,1,train
photos\585.jpg,1,train
photos\586.jpg,1,train
photos\587.jpg,1,test
photos\588.jpg,1,train
photos\589.jpg,1,train
photos\590.jpg,1,train
photos\591.jpg,1,train
photos\592.jpg,1,train
photos\593.jpg,1,train
photos\594.jpg,1,train
photos\595.jpg,1,train
photos\596.jpg,1,val
photos\597.jpg,1,train
photos\598.jpg,1,train
photos\599.jpg,1,train
photos\600.jpg,1,train
photos\601.jpg,1,test
photos\602.jpg,1,train
photos\603.jpg,1,train
photos\604.jpg,1,val
photos\605.jpg,1,train
photos\606.jpg,1,train
photos\607.jpg,1,test
photos\608.jpg,1,train
photos\609.jpg,1,test
photos\610.jpg,1,train
photos\611.jpg,1,train
photos\612.jpg,1,train
photos\613.jpg,1,train
photos\614.jpg,1,train
photos\615.jpg,1,train
photos\616.jpg,1,train
photos\617.jpg,1,val
photos\618.jpg,1,train
photos\619.jpg,1,train
photos\620.jpg,1,train
photos\621.jpg,1,train
photos\622.jpg,1,train
photos\623.jpg,1,val
photos\624.jpg,1,test
photos\625.jpg,1,val
photos\626.jpg,1,test
photos\627.jpg,1,train
photos\628.jpg,1,test
photos\629.jpg,1,train
photos\630.jpg,1,train
photos\631.jpg,1,train
photos\632.jpg,1,train
photos\633.jpg,1,train
photos\634.jpg,1,test
photos\635.jpg,1,train
photos\636.jpg,1,test
photos\637.jpg,1,train
photos\638.jpg,1,train
photos\639.jpg,1,val
photos\640.jpg,1,test
photos\641.jpg,1,test
photos\642.jpg,1,test
photos\643.jpg,1,train
photos\644.jpg,1,train
photos\645.jpg,1,train
photos\646.jpg,1,val
photos\647.jpg,1,test
photos\648.jpg,1,train
photos\649.jpg,1,test
photos\650.jpg,1,train
photos\651.jpg,1,train
photos\652.jpg,1,train
photos\653.jpg,1,val
photos\654.jpg,1,val
photos\655.jpg,1,train
photos\656.jpg,1,train
photos\657.jpg,1,test
photos\658.jpg,1,train
photos\659.jpg,1,test
photos\660.jpg,1,test
photos\661.jpg,1,train
photos\662.jpg,1,train
photos\663.jpg,1,train
photos\664.jpg,1,test
photos\665.jpg,1,train
photos\666.jpg,1,train
photos\667.jpg,1,val
photos\668.jpg,1,val
photos\669.jpg,1,train
photos\670.jpg,1,train
photos\671.jpg,1,train
photos\672.jpg,1,val
photos\673.jpg,1,train
photos\674.jpg,1,val
photos\675.jpg,1,train
photos\676.jpg,1,val
photos\677.jpg,1,train
photos\678.jpg,1,train
photos\679.jpg,1,train
photos\680.jpg,1,train
photos\681.jpg,1,train
photos\682.jpg,1,test
photos\683.jpg,1,train
photos\684.jpg,1,test
photos\685.jpg,1,test
photos\686.jpg,1,train
photos\687.jpg,1,train
photos\688.jpg,1,train
photos\689.jpg,1,val
photos\690.jpg,1,val
photos\691.jpg,1,train
photos\692.jpg,1,train
photos\693.jpg,1,train
photos\694.jpg,1,train
photos\695.jpg,1,train
photos\696.jpg,1,train
photos\697.jpg,1,train
photos\698.jpg,1,train
photos\699.jpg,1,test
photos\700.jpg,1,test
photos\701.jpg,1,train
photos\702.jpg,1,train
photos\703.jpg,1,test
photos\704.jpg,1,test
photos\705.jpg,1,train
photos\706.jpg,1,train
photos\707.jpg,1,train
photos\708.jpg,1,train
photos\709.jpg,1,val
photos\710.jpg,1,test
photos\711.jpg,1,train
photos\712.jpg,1,train
photos\713.jpg,1,train
photos\714.jpg,1,val
photos\715.jpg,1,train
photos\716.jpg,1,train
photos\717.jpg,1,val
photos\718.jpg,1,val
photos\719.jpg,1,train
photos\720.jpg,1,train
photos\721.jpg,1,train
photos\722.jpg,1,train
photos\723.jpg,1,train
photos\724.jpg,1,val
photos\725.jpg,1,val
photos\726.jpg,1,val
photos\727.jpg,1,train
photos\728.jpg,1,train
photos\729.jpg,1,val
photos\730.jpg,1,train
photos\731.jpg,1,train
photos\732.jpg,1,train
photos\733.jpg,1,val
photos\734.jpg,1,train
photos\735.jpg,1,train
photos\736.jpg,1,train
photos\737.jpg,1,train
photos\738.jpg,1,train
photos\739.jpg,1,train
photos\740.jpg,1,val
photos\741.jpg,1,test
photos\742.jpg,1,train
photos\743.jpg,1,train
photos\744.jpg,1,train
photos\745.jpg,1,train
photos\746.jpg,1,train
photos\747.jpg,1,train
photos\748.jpg,1,test
photos\749.jpg,1,train
photos\750.jpg,1,train
photos\751.jpg,1,val
photos\752.jpg,1,train
photos\753.jpg,1,train
photos\754.jpg,1,val
photos\755.jpg,1,train
photos\756.jpg,1,train
photos\757.jpg,1,train
photos\758.jpg,1,train
photos\759.jpg,1,val
photos\760.jpg,1,train
photos\761.jpg,1,val
photos\762.jpg,1,train
photos\763.jpg,1,val
photos\764.jpg,1,test
photos\765.jpg,1,train
photos\766.jpg,1,train
photos\767.jpg,1,test
photos\768.jpg,1,train
photos\769.jpg,1,train
photos\770.jpg,1,test
photos\771.jpg,1,val
photos\772.jpg,1,train
photos\773.jpg,1,train
photos\774.jpg,1,test
photos\775.jpg,1,train
photos\776.jpg,1,test
photos\777.jpg,1,train
photos\778.jpg,1,train
photos\779.jpg,1,train
photos\780.jpg,1,test
photos\781.jpg,1,train
photos\782.jpg,1,train
photos\783.jpg,1,train
photos\784.jpg,1,train
photos\785.jpg,1,test
photos\786.jpg,1,train
photos\787.jpg,1,train
photos\788.jpg,1,train
photos\789.jpg,1,train
photos\790.jpg,1,train
photos\791.jpg,1,train
photos\792.jpg,1,test
photos\793.jpg,1,train
photos\794.jpg,1,train
photos\795.jpg,1,train
photos\796.jpg,1,test
photos\797.jpg,1,val
photos\798.jpg,1,test
photos\799.jpg,1,train
photos\800.jpg,1,train
photos\801.jpg,1,train
photos\802.jpg,1,train
photos\803.jpg,1,train
photos\804.jpg,1,train
photos\805.jpg,1,test
photos\806.jpg,1,train
photos\807.jpg,1,train
photos\808.jpg,1,train
photos\809.jpg,1,train
photos\810.jpg,1,train
photos\811.jpg,1,train
photos\812.jpg,1,train
photos\813.jpg,1,train
photos\814.jpg,1,train
photos\815.jpg,1,val
photos\816.jpg,1,test
photos\817.jpg,1,train
photos\818.jpg,1,train
photos\819.jpg,1,train
photos\820.jpg,1,train
photos\821.jpg,1,train
photos\822.jpg,1,train
photos\823.jpg,1,train
photos\824.jpg,1,val
photos\825.jpg,1,train
photos\826.jpg,1,val
photos\827.jpg,1,train
photos\828.jpg,1,train
photos\829.jpg,1,val
photos\830.jpg,1,train
photos\831.jpg,1,test
photos\832.jpg,1,train
photos\833.jpg,1,train
photos\834.jpg,1,test
photos\835.jpg,1,train
photos\836.jpg,1,test
photos\837.jpg,1,train
photos\838.jpg,1,test
photos\839.jpg,1,train
photos\840.jpg,1,train
photos\841.jpg,1,train
photos\842.jpg,1,train
photos\843.jpg,1,train
photos\844.jpg,1,train
photos\845.jpg,1,train
photos\846.jpg,1,train
photos\847.jpg,1,val
photos\848.jpg,1,train
photos\849.jpg,1,train
photos\850.jpg,1,train
photos\851.jpg,1,val
photos\852.jpg,1,val
photos\853.jpg,1,val
photos\854.jpg,1,test
photos\855.jpg,1,test
photos\856.jpg,1,train
photos\857.jpg,1,train
photos\858.jpg,1,train
photos\859.jpg,1,train
photos\860.jpg,1,train
photos\861.jpg,1,test
photos\862.jpg,1,train
photos\863.jpg,1,train
photos\864.jpg,1,test
photos\865.jpg,1,train
photos\866.jpg,1,train
photos\867.jpg,1,train
photos\868.jpg,1,train
photos\869.jpg,1,val
photos\870.jpg,1,train
photos\871.jpg,1,test
photos\872.jpg,1,train
photos\873.jpg,1,val
photos\874.jpg,1,train
photos\875.jpg,1,train
photos\876.jpg,1,train
photos\877.jpg,1,test
photos\878.jpg,1,test
photos\879.jpg,1,test
photos\880.jpg,1,train
photos\881.jpg,1,test
photos\882.jpg,1,train
photos\883.jpg,1,val
photos\884.jpg,1,train
photos\885.jpg,1,val
photos\886.jpg,1,train
photos\887.jpg,1,train
photos\888.jpg,1,train
photos\889.jpg,1,train
photos\890.jpg,1,train
photos\891.jpg,1,train
photos\892.jpg,1,train
photos\893.jpg,1,train
photos\894.jpg,1,train
photos\895.jpg,1,val
photos\896.jpg,1,val
photos\897.jpg,1,test
photos\898.jpg,1,train
photos\899.jpg,1,train
photos\900.jpg,1,val
photos\901.jpg,1,train
photos\902.jpg,1,val
photos\903.jpg,1,train
photos\904.jpg,1,train
photos\905.jpg,1,train
photos\906.jpg,1,train
photos\907.jpg,1,train
photos\908.jpg,1,train
photos\909.jpg,1,train
photos\910.jpg,1,train
photos\911.jpg,1,train
photos\912.jpg,1,train
photos\913.jpg,1,train
photos\914.jpg,1,train
photos\915.jpg,1,train
photos\916.jpg,1,train
photos\917.jpg,1,train
photos\918.jpg,1,train
photos\919.jpg,1,val
photos\920.jpg,1,val
photos\921.jpg,1,test
photos\922.jpg,1,train
photos\923.jpg,1,train
photos\924.jpg,1,train
photos\925.jpg,1,val
photos\926.jpg,1,train
photos\927.jpg,1,train
photos\928.jpg,1,train
photos\929.jpg,1,val
photos\930.jpg,1,train
photos\931.jpg,1,train
photos\932.jpg,1,train
photos\933.jpg,1,train
photos\934.jpg,1,val
photos\935.jpg,1,train
photos\936.jpg,1,train
photos\937.jpg,1,train
photos\938.jpg,1,train
photos\939.jpg,1,train
photos\940.jpg,1,train
photos\941.jpg,1,train
photos\942.jpg,1,train
photos\943.jpg,1,train
photos\944.jpg,1,train
photos\945.jpg,1,train
photos\946.jpg,1,train
photos\947.jpg,1,val
photos\948.jpg,1,train
photos\949.jpg,1,train
photos\950.jpg,1,train
photos\951.jpg,1,train
photos\952.jpg,1,train
photos\953.jpg,1,train
photos\954.jpg,1,val
photos\955.jpg,1,test
photos\956.jpg,1,test
photos\957.jpg,1,test
photos\958.jpg,1,test
photos\959.jpg,1,train
photos\960.jpg,1,test
photos\961.jpg,1,test
photos\962.jpg,1,train
photos\963.jpg,1,train
photos\964.jpg,1,train
photos\965.jpg,1,train
photos\966.jpg,1,train
photos\967.jpg,1,train
photos\968.jpg,1,val
photos\969.jpg,1,train
photos\970.jpg,1,train
photos\971.jpg,1,train
photos\972.jpg,1,test
photos\973.jpg,1,test
photos\974.jpg,1,train
photos\975.jpg,1,train
photos\976.jpg,1,test
photos\977.jpg,1,train
photos\978.jpg,1,val
photos\979.jpg,1,train
photos\980.jpg,1,train
photos\981.jpg,1,test
photos\982.jpg,1,train
photos\983.jpg,1,train
photos\984.jpg,1,train
photos\985.jpg,1,train
photos\986.jpg,1,train
photos\987.jpg,1,train
photos\988.jpg,1,train
photos\989.jpg,1,train
photos\990.jpg,1,train
photos\991.jpg,1,train
photos\992.jpg,1,test
photos\993.jpg,1,test
photos\994.jpg,1,train
photos\995.jpg,1,train
photos\996.jpg,1,test
photos\997.jpg,1,test
photos\998.jpg,1,train
photos\999.jpg,1,train
photos\1000.jpg,1,train
photos\1001.jpg,1,train
photos\1002.jpg,1,train
photos\1003.jpg,1,train
photos\1004.jpg,1,train
photos\1005.jpg,1,train
photos\1006.jpg,1,train
photos\1007.jpg,1,train
photos\1008.jpg,1,train
photos\1009.jpg,1,test
photos\1010.jpg,1,train
photos\1011.jpg,1,train
photos\1012.jpg,1,train
photos\1013.jpg,1,test
photos\1014.jpg,1,train
photos\1015.jpg,1,train
photos\1016.jpg,1,val
photos\1017.jpg,1,test
photos\1018.jpg,1,train
photos\1019.jpg,1,train
photos\1020.jpg,1,val
photos\1021.jpg,1,test
photos\1022.jpg,1,test
photos\1023.jpg,1,train
photos\1024.jpg,1,train
photos\1025.jpg,1,train
photos\1026.jpg,1,train
photos\1027.jpg,1,val
photos\1028.jpg,1,train
photos\1029.jpg,1,test
photos\1030.jpg,1,train
photos\1031.jpg,1,val
photos\1032.jpg,1,val
photos\1033.jpg,1,train
photos\1034.jpg,1,train
photos\1035.jpg,1,train
photos\1036.jpg,1,val
photos\1037.jpg,1,train
photos\1038.jpg,1,train
photos\1039.jpg,1,test
photos\1040.jpg,1,train
photos\1041.jpg,1,train
photos\1042.jpg,1,train
photos\1043.jpg,1,train
photos\1044.jpg,1,train
photos\1045.jpg,1,train
photos\1046.jpg,1,test
photos\1047.jpg,1,train
photos\1048.jpg,1,train
photos\1049.jpg,1,train
photos\1050.jpg,1,val
photos\1051.jpg,1,train
photos\1052.jpg,1,test
photos\1053.jpg,1,train
photos\1054.jpg,1,train
photos\1055.jpg,1,train
photos\1056.jpg,1,train
photos\1057.jpg,1,train
photos\1058.jpg,1,train
photos\1059.jpg,1,train
photos\1060.jpg,1,test
photos\1061.jpg,1,test
photos\1062.jpg,1,train
photos\1063.jpg,1,val
photos\1064.jpg,1,val
photos\1065.jpg,1,train
photos\1066.jpg,1,val
photos\1067.jpg,1,val
photos\1068.jpg,1,train
photos\1069.jpg,1,train
