photo_name,photo_path,label,split
bad_1246.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1246.jpg,1,train
CCO (590).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (590).jpg,0,train
111 (1484).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1484).jpg,1,train
b (4048).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4048).jpg,1,train
bad_1044.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1044.jpg,1,train
bad_818.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_818.jpg,1,train
bad_1035.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1035.jpg,1,train
b (3769).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3769).jpg,1,train
CCO (5454).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5454).jpg,0,train
CCO (4331).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4331).jpg,0,train
888 (2188).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (2188).jpg,1,train
CCO (4163).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4163).jpg,0,train
b (2592).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2592).jpg,1,train
b (3649).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3649).jpg,1,train
888 (1804).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1804).jpg,1,train
b (4676).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4676).jpg,1,train
b (2397).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2397).jpg,1,train
111 (443).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (443).jpg,1,train
b (3481).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3481).jpg,1,train
888 (1696).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1696).jpg,1,train
888 (361).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (361).jpg,1,train
CCO (5093).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5093).jpg,0,train
888 (1309).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1309).jpg,1,train
b (2023).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2023).jpg,1,train
CCO (4753).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4753).jpg,0,train
b (2159).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2159).jpg,1,train
CCO (5340).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5340).jpg,0,train
CCO (3687).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3687).jpg,0,train
bad_95.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_95.jpg,1,train
888 (867).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (867).jpg,1,train
bad_1452.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1452.jpg,1,train
bad_49.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_49.jpg,1,train
CCO (3425).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3425).jpg,0,train
bad_1402.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1402.jpg,1,train
b (2718).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2718).jpg,1,train
111 (666).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (666).jpg,1,train
CCO (2729).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2729).jpg,0,train
b (3141).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3141).jpg,1,train
CCO (4635).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4635).jpg,0,train
CCO (4572).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4572).jpg,0,train
CCO (4819).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4819).jpg,0,train
bad_623.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_623.jpg,1,train
CCO (5001).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5001).jpg,0,train
CCO (4876).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4876).jpg,0,train
111 (1103).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1103).jpg,1,train
CCO (822).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (822).jpg,0,train
CCO (4051).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4051).jpg,0,train
bad_891.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_891.jpg,1,train
b (2212).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2212).jpg,1,train
CCO (3001).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3001).jpg,0,train
b (3847).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3847).jpg,1,train
111 (524).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (524).jpg,1,train
b (3196).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3196).jpg,1,train
888 (199).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (199).jpg,1,train
b (3353).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3353).jpg,1,train
bad_668.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_668.jpg,1,train
CCO (5210).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5210).jpg,0,train
bad_2454.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2454.jpg,1,train
888 (1310).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1310).jpg,1,train
bad_748.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_748.jpg,1,train
888 (1485).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1485).jpg,1,train
bad_2273.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2273.jpg,1,train
CCO (2266).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2266).jpg,0,train
888 (2156).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (2156).jpg,1,train
888 (580).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (580).jpg,1,train
CCO (2705).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2705).jpg,0,train
111 (655).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (655).jpg,1,train
CCO (4586).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4586).jpg,0,train
bad_2351.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2351.jpg,1,train
bad_1998.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1998.jpg,1,train
888 (660).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (660).jpg,1,train
CCO (1718).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1718).jpg,0,train
888 (383).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (383).jpg,1,train
111 (1332).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1332).jpg,1,train
111 (1081).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1081).jpg,1,train
888 (1289).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1289).jpg,1,train
bad_812.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_812.jpg,1,train
CCO (1099).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1099).jpg,0,train
b (3434).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3434).jpg,1,train
CCO (1168).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1168).jpg,0,train
bad_1451.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1451.jpg,1,train
888 (699).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (699).jpg,1,train
b (2776).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2776).jpg,1,train
888 (1987).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1987).jpg,1,train
CCO (897).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (897).jpg,0,train
bad_629.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_629.jpg,1,train
111 (1031).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1031).jpg,1,train
888 (1270).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1270).jpg,1,train
CCO (4422).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4422).jpg,0,train
111 (950).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (950).jpg,1,train
bad_2246.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2246.jpg,1,train
888 (1743).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1743).jpg,1,train
b (3949).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3949).jpg,1,train
CCO (2403).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2403).jpg,0,train
CCO (2199).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2199).jpg,0,train
888 (1388).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1388).jpg,1,train
CCO (4672).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4672).jpg,0,train
CCO (4518).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4518).jpg,0,train
b (2129).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (2129).jpg,1,train
bad_739.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_739.jpg,1,train
bad_2615.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2615.jpg,1,train
CCO (2360).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2360).jpg,0,train
888 (435).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (435).jpg,1,train
888 (1417).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (1417).jpg,1,train
111 (388).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (388).jpg,1,train
CCO (2796).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2796).jpg,0,train
b (3235).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3235).jpg,1,train
bad_2084.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2084.jpg,1,train
111 (490).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (490).jpg,1,train
CCO (2127).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2127).jpg,0,train
CCO (5378).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5378).jpg,0,train
111 (218).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (218).jpg,1,train
111 (440).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (440).jpg,1,train
bad_836.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_836.jpg,1,train
bad_2327.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2327.jpg,1,train
b (1996).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (1996).jpg,1,train
b (4251).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4251).jpg,1,train
b (3817).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3817).jpg,1,train
CCO (442).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (442).jpg,0,train
CCO (2426).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2426).jpg,0,train
bad_1920.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1920.jpg,1,train
CCO (4995).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4995).jpg,0,train
bad_254.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_254.jpg,1,train
CCO (2767).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2767).jpg,0,train
CCO (3053).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (3053).jpg,0,train
CCO (2114).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2114).jpg,0,train
CCO (5211).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (5211).jpg,0,train
CCO (4045).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4045).jpg,0,train
b (3320).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3320).jpg,1,train
bad_2432.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_2432.jpg,1,train
CCO (1879).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (1879).jpg,0,train
888 (693).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (693).jpg,1,train
bad_1106.jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/bad_1106.jpg,1,train
b (4408).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (4408).jpg,1,train
888 (350).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (350).jpg,1,train
CCO (256).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (256).jpg,0,train
CCO (845).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (845).jpg,0,train
b (3418).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/b (3418).jpg,1,train
888 (604).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/888 (604).jpg,1,train
CCO (4832).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (4832).jpg,0,train
111 (1107).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Deepfake/111 (1107).jpg,1,train
CCO (2481).jpg,datasets/deepfake-vs-real-20k/Deep-vs-Real/Real/CCO (2481).jpg,0,train
